rule_id,file,change_type,rule_content,commit_message,co-changed_files,tier_1
E56_134,.kiro/steering/tech.md,modified,"- - NEVER: Use print statements or quick checks for validation
- - Avoid: Direct pytest calls without proper path setup
+ - NEVER: Use direct pytest calls or print statements for validation",steering,"modified .kiro/steering/product.md 51 98
modified .kiro/steering/structure.md 179 157
modified .kiro/steering/tech.md 67 107",Unclear
E47_11,.cursorrules,added,REUSE existing code as much as possible,Enhance .cursorrules with comprehensive development standards - Add Swift 6 and SwiftUI latest syntax requirements - Include code quality and reusability standards - Add Apple guidelines compliance rules - Include comment standards and development process rules,modified .cursorrules 42 0,Clear
E38_30,.windsurfrules,added,AI\Current Game Architecture.md,nonworking but refactored,"modified .windsurfrules 4 3
deleted AI/Cascade.md 0 127
added AI/Current Game Architecture.md 78 0
deleted AI/Game Architecture.md 0 13
added AI/Service Pattern Reference.md 67 0
renamed AI/Game Core Rules.md AI/do not read Initial Game Core Rules.md 0 0
renamed AI/componet simplification prompt.txt AI/do not read early architecture componet simplification prompt.txt 0 0
renamed AI/Game Phase Implementation Plan with Gameplay Description.md AI/do not read tansient Game Phase Implementation Plan with Gameplay Description.md 0 0
deleted AI/service-pattern-reference.ts 0 91",Clear
E41_43,.kiro/steering/tech.md,added,Graceful network failure handling with retry logic,"Update tech steering guidelines with comprehensive development standards
- Restructure tech.md with proper frontmatter for always inclusion
- Add detailed TypeScript, backend, and frontend architecture patterns
- Include security requirements and performance guidelines
- Expand testing standards and development workflow
- Add consistent error handling conventions",modified .kiro/steering/tech.md 59 59,Clear
E35_65,.cursor/rules/develop.mdc,added,- [ ] 所有背景颜色提供深色模式样式,"feat: 完善深色模式UI优化和规范文档
🎨 深色模式UI优化:
- 修复浅色模式下开关按钮对比度不足问题
- 优化深色模式下模态框与应用背景的层次区分
- 改进图片压缩设置选项卡的深色模式显示效果
- 增强选项卡选中状态的视觉反馈和对比度
📖 规范文档完善:
- 更新开发规范文档，添加主题系统技术规范
- 完善产品规范文档，明确主题系统产品设计
- 文档分工明确化：产品规范专注设计，开发规范专注技术
- 新增模态框、选项卡等组件的深色模式设计规范
🔧 技术改进:
- 完善主题系统实现要点和常见问题解决方案
- 添加完整的深色模式适配检查清单
- 记录颜色映射规范和最佳实践
- 优化组件样式，确保在两种主题下都有良好体验","modified .cursor/rules/develop.mdc 159 3
modified .cursor/rules/product.mdc 89 1
modified index.html 1 0
modified src/App.tsx 9 7
modified src/components/app-settings.tsx 104 37
modified src/components/image-compressor.tsx 50 50
modified src/components/operation-history.tsx 28 25
modified src/components/pdf-merger.tsx 45 45
added src/hooks/use-theme.ts 102 0
modified src/index.css 37 0
modified src/main/utils/config-manager.ts 2 1
modified src/main/utils/types.ts 4 0
modified src/types/electron.d.ts 4 0
modified src/ui/feature-card.tsx 5 5
modified src/ui/image-preview.tsx 45 45
modified src/ui/modal.tsx 7 7
modified src/ui/save-location-selector.tsx 2 2
added src/ui/theme-selector.tsx 80 0",Clear
E35_39,.cursor/rules/project.mdc,added,- **调试日志规范** - 调试日志应包含足够的上下文信息，便于问题定位,No commit message provided,"modified .cursor/rules/project.mdc 70 2
modified product.md 36 2
modified src/components/image-compressor.tsx 119 8
modified src/main.ts 208 0
modified src/preload.ts 7 1
modified src/types/electron.d.ts 36 0
added src/ui/image-preview.tsx 206 0",Unclear
E35_80,.cursor/rules/develop.mdc,added,- [ ] 主题偏好正确持久化,"feat: 完善深色模式UI优化和规范文档
🎨 深色模式UI优化:
- 修复浅色模式下开关按钮对比度不足问题
- 优化深色模式下模态框与应用背景的层次区分
- 改进图片压缩设置选项卡的深色模式显示效果
- 增强选项卡选中状态的视觉反馈和对比度
📖 规范文档完善:
- 更新开发规范文档，添加主题系统技术规范
- 完善产品规范文档，明确主题系统产品设计
- 文档分工明确化：产品规范专注设计，开发规范专注技术
- 新增模态框、选项卡等组件的深色模式设计规范
🔧 技术改进:
- 完善主题系统实现要点和常见问题解决方案
- 添加完整的深色模式适配检查清单
- 记录颜色映射规范和最佳实践
- 优化组件样式，确保在两种主题下都有良好体验","modified .cursor/rules/develop.mdc 159 3
modified .cursor/rules/product.mdc 89 1
modified index.html 1 0
modified src/App.tsx 9 7
modified src/components/app-settings.tsx 104 37
modified src/components/image-compressor.tsx 50 50
modified src/components/operation-history.tsx 28 25
modified src/components/pdf-merger.tsx 45 45
added src/hooks/use-theme.ts 102 0
modified src/index.css 37 0
modified src/main/utils/config-manager.ts 2 1
modified src/main/utils/types.ts 4 0
modified src/types/electron.d.ts 4 0
modified src/ui/feature-card.tsx 5 5
modified src/ui/image-preview.tsx 45 45
modified src/ui/modal.tsx 7 7
modified src/ui/save-location-selector.tsx 2 2
added src/ui/theme-selector.tsx 80 0",Clear
E41_62,.kiro/steering/tech.md,added,- Always re-run the unit tests before considering a task complete,"docs: consolidate security documentation and add setup automation
Consolidate all security setup instructions into single source of truth
to eliminate duplication and ensure consistency across the project.
Documentation Changes:
• SECURITY.md as authoritative security configuration guide
• Comprehensive setup instructions (automated and manual)
• Security best practices and troubleshooting guide
• Emergency procedures and compliance notes
• Complete security checklist for production deployment
Setup Automation:
• Cross-platform setup scripts (Linux/macOS and Windows)
• Automated secure key generation and environment configuration
• NPM scripts integration for easy access
• Interactive setup with backup key storage options
File Consolidation:
• README.md streamlined to reference SECURITY.md for details
• worker/ENCRYPTION_SETUP.md converted to redirect
• All configuration files cross-reference main documentation
• Eliminated duplicate security instructions across multiple files
Configuration Updates:
• worker/wrangler.toml updated with security setup references
• worker/.dev.vars.example enhanced with generation instructions
• worker/.dev.vars updated with documentation references
• package.json files updated with security setup scripts
Files Added:
+ SECURITY.md (single source of truth for security setup)
+ SECURITY_FILES.md (file relationship reference guide)
+ worker/scripts/setup-secrets.sh (Linux/macOS automation)
+ worker/scripts/setup-secrets.ps1 (Windows PowerShell automation)
Files Modified:
~ README.md (streamlined security section)
~ worker/ENCRYPTION_SETUP.md (converted to redirect)
~ worker/wrangler.toml (added documentation references)
~ worker/.dev.vars.example (enhanced with setup guidance)
~ worker/.dev.vars (added documentation reference)
~ worker/package.json (added security setup scripts)
~ package.json (added root-level security scripts)
This ensures security instructions remain consistent and maintainable
as the codebase evolves, with all details centralized in SECURITY.md.","modified .kiro/steering/tech.md 9 0
modified README.md 20 0
added SECURITY.md 280 0
added SECURITY_FILES.md 56 0
modified package.json 4 1
added worker/.dev copy.vars 8 0
modified worker/.dev.vars.example 13 3
added worker/ENCRYPTION_SETUP.md 34 0
modified worker/package.json 5 1
added worker/scripts/setup-secrets.ps1 227 0
added worker/scripts/setup-secrets.sh 197 0
modified worker/wrangler.toml 13 5",Unclear
E2_61,.cursorrules,deleted,"Provide clear, actionable error messages for users","fix: resolve critical linting issues
- Fixed unused variables in multiple files
- Removed unused imports in service files
- Fixed ESLint configuration for scripts directory
- Reduced linting errors from 76 to 46
- Improved code quality and TypeScript compliance","modified .cursorrules 133 99
added .husky/pre-commit 18 0
added CHANGELOG.md 250 0
modified README.md 537 114
added __tests__/runners/axe-test-runner.test.ts 562 0
added __tests__/services/brand-compliance-service.test.ts 372 0
added __tests__/services/configuration-service.test.ts 371 0
added __tests__/services/error-handler-service.test.ts 388 0
added __tests__/services/file-operations-service.test.ts 575 0
added __tests__/services/security-validation-service.test.ts 479 0
deleted cli.js 0 642
added cli.ts 88 0
deleted config.example.js 0 139
modified eslint.config.js 60 0
added jest.config.js 84 0
added jest.setup.ts 115 0
modified package-lock.json 8077 2477
modified package.json 42 18
modified playwright.config.ts 1 9
modified playwright/tests/axe-core-analysis.spec.ts 3 2
modified playwright/tests/comprehensive-reporting.spec.ts 51 10
modified playwright/tests/pa11y-analysis.spec.ts 2 1
modified playwright/tests/pre-crawl.spec.ts 21 48
modified playwright/tests/utils/accessibility-helpers.ts 76 21
modified playwright/tests/utils/accessibility-test-orchestrator.ts 484 436
modified playwright/tests/utils/analyzers/page-analyzer.ts 238 235
modified playwright/tests/utils/global-teardown.ts 64 61
modified playwright/tests/utils/page-list-cache.ts 96 4
modified playwright/tests/utils/pdf-generators/pdf-orchestrator.ts 335 258
modified playwright/tests/utils/pdf-generators/pdf-template-generator.ts 992 151
modified playwright/tests/utils/processors/violation-processor.ts 709 390
modified playwright/tests/utils/runners/axe-test-runner.ts 341 144
added playwright/tests/utils/runners/pa11y-reporters.ts 467 0
modified playwright/tests/utils/runners/pa11y-test-runner.ts 174 86
added playwright/tests/utils/runners/tenon-test-runner.ts 469 0
added playwright/tests/utils/runners/wave-test-runner.ts 367 0
added playwright/tests/utils/services/brand-compliance-service.ts 243 0
modified playwright/tests/utils/services/configuration-service.ts 312 110
modified playwright/tests/utils/services/error-handler-service.ts 228 164
modified playwright/tests/utils/services/file-operations-service.ts 539 214
added playwright/tests/utils/services/security-validation-service.ts 407 0
modified playwright/tests/utils/site-crawler.ts 61 77
modified playwright/tests/utils/site-wide-pdf-generator.ts 53 47
modified playwright/tests/utils/test-setup-util.ts 224 222
modified playwright/tests/visual-analysis.spec.ts 203 1
added scripts/README.md 262 0
added scripts/changelog-add.js 124 0
added scripts/pre-commit-hook.js 183 0
added scripts/prepare-release.js 209 0
added scripts/validate-versions.js 271 0
added scripts/version-bump.js 333 0
added src/cli/accessibility-test-cli.ts 425 0
added src/core/types/common.ts 317 0
added src/core/utils/browser-manager.ts 244 0
added src/core/utils/performance-monitor.ts 681 0
added src/services/analysis/accessibility-tool.ts 72 0
added src/services/analysis/tool-orchestrator.ts 255 0
added src/services/api/accessibility-testing-api.ts 486 0
added src/services/api/analysis-service.ts 449 0
added src/services/api/crawling-service.ts 422 0
added src/services/api/reporting-service.ts 399 0
added src/services/orchestration/analysis-cache.ts 343 0
added src/services/orchestration/analysis-worker.ts 303 0
added src/services/orchestration/parallel-analyzer.ts 272 0
added src/services/orchestration/smart-batcher.ts 444 0
added src/services/orchestration/task-queue.ts 312 0
added src/services/orchestration/workflow-orchestrator.ts 519 0
modified tsconfig.json 12 3",Unclear
E45_40,.windsurfrules,added,"- Section References:
 - Use ALL_CAPS_SECTION to reference files
 - Example: WINDSURF_RULES",✅ Complete Task 6.1: Basic Info Form Implementation - Implement complete HTML form structure with all required fields - Add comprehensive JavaScript functionality with real-time validation - Implement full CSS styling with responsive design and accessibility - Integrate with StateManager for data persistence and auto-save,"modified .windsurfrules 477 0
modified OPEN_ISSUES.md 79 43
modified css/styles.css 239 49
modified index.html 119 4
modified js/app.js 208 0",Unclear
E2_97,.cursorrules,added,**MANDATORY**: Never remove existing features without explicit user approval,"fix: resolve critical linting issues
- Fixed unused variables in multiple files
- Removed unused imports in service files
- Fixed ESLint configuration for scripts directory
- Reduced linting errors from 76 to 46
- Improved code quality and TypeScript compliance","modified .cursorrules 133 99
added .husky/pre-commit 18 0
added CHANGELOG.md 250 0
modified README.md 537 114
added __tests__/runners/axe-test-runner.test.ts 562 0
added __tests__/services/brand-compliance-service.test.ts 372 0
added __tests__/services/configuration-service.test.ts 371 0
added __tests__/services/error-handler-service.test.ts 388 0
added __tests__/services/file-operations-service.test.ts 575 0
added __tests__/services/security-validation-service.test.ts 479 0
deleted cli.js 0 642
added cli.ts 88 0
deleted config.example.js 0 139
modified eslint.config.js 60 0
added jest.config.js 84 0
added jest.setup.ts 115 0
modified package-lock.json 8077 2477
modified package.json 42 18
modified playwright.config.ts 1 9
modified playwright/tests/axe-core-analysis.spec.ts 3 2
modified playwright/tests/comprehensive-reporting.spec.ts 51 10
modified playwright/tests/pa11y-analysis.spec.ts 2 1
modified playwright/tests/pre-crawl.spec.ts 21 48
modified playwright/tests/utils/accessibility-helpers.ts 76 21
modified playwright/tests/utils/accessibility-test-orchestrator.ts 484 436
modified playwright/tests/utils/analyzers/page-analyzer.ts 238 235
modified playwright/tests/utils/global-teardown.ts 64 61
modified playwright/tests/utils/page-list-cache.ts 96 4
modified playwright/tests/utils/pdf-generators/pdf-orchestrator.ts 335 258
modified playwright/tests/utils/pdf-generators/pdf-template-generator.ts 992 151
modified playwright/tests/utils/processors/violation-processor.ts 709 390
modified playwright/tests/utils/runners/axe-test-runner.ts 341 144
added playwright/tests/utils/runners/pa11y-reporters.ts 467 0
modified playwright/tests/utils/runners/pa11y-test-runner.ts 174 86
added playwright/tests/utils/runners/tenon-test-runner.ts 469 0
added playwright/tests/utils/runners/wave-test-runner.ts 367 0
added playwright/tests/utils/services/brand-compliance-service.ts 243 0
modified playwright/tests/utils/services/configuration-service.ts 312 110
modified playwright/tests/utils/services/error-handler-service.ts 228 164
modified playwright/tests/utils/services/file-operations-service.ts 539 214
added playwright/tests/utils/services/security-validation-service.ts 407 0
modified playwright/tests/utils/site-crawler.ts 61 77
modified playwright/tests/utils/site-wide-pdf-generator.ts 53 47
modified playwright/tests/utils/test-setup-util.ts 224 222
modified playwright/tests/visual-analysis.spec.ts 203 1
added scripts/README.md 262 0
added scripts/changelog-add.js 124 0
added scripts/pre-commit-hook.js 183 0
added scripts/prepare-release.js 209 0
added scripts/validate-versions.js 271 0
added scripts/version-bump.js 333 0
added src/cli/accessibility-test-cli.ts 425 0
added src/core/types/common.ts 317 0
added src/core/utils/browser-manager.ts 244 0
added src/core/utils/performance-monitor.ts 681 0
added src/services/analysis/accessibility-tool.ts 72 0
added src/services/analysis/tool-orchestrator.ts 255 0
added src/services/api/accessibility-testing-api.ts 486 0
added src/services/api/analysis-service.ts 449 0
added src/services/api/crawling-service.ts 422 0
added src/services/api/reporting-service.ts 399 0
added src/services/orchestration/analysis-cache.ts 343 0
added src/services/orchestration/analysis-worker.ts 303 0
added src/services/orchestration/parallel-analyzer.ts 272 0
added src/services/orchestration/smart-batcher.ts 444 0
added src/services/orchestration/task-queue.ts 312 0
added src/services/orchestration/workflow-orchestrator.ts 519 0
modified tsconfig.json 12 3",Unclear
E30_21,.cursor/rules/c4-model-desc-after.mdc,modified,"- Security middleware (Helmet)
- CORS configuration
- Request logging (Pino)
+ Security middleware (Helmet 7.1.0)
+ CORS configuration (cors 2.8.5)
+ Request logging (Pino 8.16.0 and pino-http 8.5.1)","docs: updated C4 model description for Promptyoo-1 application after coding with versions for technical stacks
- Enhanced the documentation of the C4 model architecture, specifying exact versions of frontend and backend technologies used, including React, Vite, TypeScript, and Tailwind CSS.
- Clarified the use of React Query for state management and updated details on the OpenAI SDK and middleware components.
- Improved descriptions of service components and dependency injection for better understanding of the system architecture.",modified .cursor/rules/c4-model-desc-after.mdc 13 12,Clear
E4_06,.kiro/steering/project-architecture.md,deleted,- **Single Environment**: One `.env` file at project root for both systems,"🚀 MAJOR MILESTONE: Real LLM Integration & Four-Agent System Complete
✅ BREAKTHROUGH ACHIEVEMENTS:
- Real Gemini Flash 1.5 LLM Integration with RROC Security Framework
- Four Specialized Agents: Initial Customer, N8n Workflow, Code Generation, Consulting
- 100% Agent Routing Accuracy with Intelligent Message Analysis
- Arabic-First Interface with Professional Fonts (Cairo/Amiri)
- n8n MCP Integration with 5 Ready Workflow Templates
- Comprehensive Security: Input/Output Guardrails, Role Consistency
- Production-Ready Testing Suite with 100% Pass Rate
🤖 FOUR-AGENT SYSTEM:
- InitialCustomerAgent (Google ADK): New customer onboarding
- N8nWorkflowAgent (ADK + MCP): Workflow automation
- CodeGenerationAgent (LangGraph): Custom AI development
- ConsultingAgent (Pydantic AI): Strategic consulting + LiveKit
🔒 SECURITY FEATURES:
- RROC Framework: Request-Response-Output Control
- Pattern Blocking: Injection detection, sensitive data protection
- Real-time Monitoring: Threat detection and automated response
- 100% Security Compliance Score
🌐 INFRASTRUCTURE:
- VPS Ready: 217.79.255.54 with dual-stack deployment
- Docker Containers: Production + Development environments
- Real API Integrations: Supabase, Gemini, LiveKit, n8n MCP
- Comprehensive Documentation and Deployment Guides
🎯 PRODUCTION STATUS: READY FOR DEPLOYMENT
All systems tested, documented, and validated for production deployment.","modified .env.development 28 2
added .gitmodules 6 0
modified .kiro/PROJECT_STATUS.md 33 19
added .kiro/hooks/multi-agent-system-monitor.yml 39 0
added .kiro/hooks/n8n-mcp-workflow-manager.yml 39 0
modified .kiro/settings/mcp.json 24 0
modified .kiro/steering/project-architecture.md 21 14
modified .kiro/steering/tech.md 36 17
modified .vscode/settings.json 7 1
modified AGENT.md 23 16
added BMAD-METHOD 1 0
added DEPLOYMENT_SECURITY_CHECKLIST.md 166 0
added FOUR_AGENT_SYSTEM_GUIDE.md 545 0
added INTEGRATED_REPOSITORIES.md 199 0
modified PROJECT_STATUS_CURRENT.md 51 6
modified README.md 306 86
added agent/demo_data.json 2036 0
added agent/demo_data_generator.py 503 0
added agent/my_adk_agent/agents/__init__.py 14 0
added agent/my_adk_agent/agents/code_generation_agent.py 828 0
added agent/my_adk_agent/agents/consulting_agent.py 569 0
added agent/my_adk_agent/agents/initial_customer_agent.py 368 0
added agent/my_adk_agent/agents/n8n_workflow_agent.py 541 0
added agent/my_adk_agent/mock_google_adk.py 90 0
added agent/my_adk_agent/models/__init__.py 17 0
added agent/my_adk_agent/models/consultation.py 51 0
added agent/my_adk_agent/models/customer.py 36 0
added agent/my_adk_agent/models/project.py 39 0
added agent/my_adk_agent/models/workflow.py 41 0
added agent/my_adk_agent/services/__init__.py 11 0
added agent/my_adk_agent/services/agent_interaction_service.py 471 0
added agent/my_adk_agent/services/bmad_service.py 669 0
added agent/my_adk_agent/services/composio_service.py 342 0
added agent/my_adk_agent/services/gemini_service.py 526 0
added agent/my_adk_agent/services/livekit_service.py 463 0
added agent/my_adk_agent/services/mcp_service.py 526 0
added agent/my_adk_agent/services/openrouter_service.py 356 0
added agent/my_adk_agent/services/supabase_service.py 432 0
added agent/my_adk_agent/tools/n8n_workflow_tools.py 503 0
added agent/test_multi_agent_system.py 406 0
added check-local-setup.js 199 0
modified docker-compose.development.yml 34 29
modified frontend/app/api/chat/route.ts 270 48
modified frontend/app/globals.css 7 7
modified frontend/app/layout.tsx 12 5
modified frontend/lib/i18n-enhanced.tsx 84 2
added frontend/pnpm-lock.yaml 8287 0
added infrastructure/docker/Dockerfile.consolidated 155 0
added infrastructure/docker/supervisord.conf 45 0
added n8n-platform 1 0
added pyproject.toml 86 0
added simple-service-test.js 192 0
added test-available-services.js 367 0
added test-consolidated-local.js 310 0
added test-integrated-services.js 234 0
added test-llm-integrations.js 323 0
added test-real-llm-responses.js 425 0
modified uv.lock 2945 129",Clear
E7_10,.cursorrules,added,Test functionality after implementing changes.,"feat: implement Shift key drag mode and improved zoom for Canvas
* Add Shift key support for temporarily enabling drag mode in CanvasContainer
* Update Zustand drag store to track Shift key status and previous drag state
* Move wheel/zoom event handling to document to ensure smooth zooming even when Shift is held
* Prevent shape drawing while in drag mode
* Disable manual drag toggle when Shift is pressed; toolbar drag button shows tooltip ""Hold Shift to enter drag mode""
* Add tooltip UI support to CanvasToolbar using shadcn/ui
* Update .cursorrules with new development and conversation file documentation
* Add @radix-ui/react-tooltip dependency and Tooltip component
* Clean up Canvas, CanvasContainer, CanvasToolbar, and Zustand store to coordinate drag/zoom interactions for improved user experience","modified .cursorrules 36 2
modified bun.lock 5 0
added conversations/25-shift-key-drag-mode-with-zoom-support.md 125 0
modified package.json 1 0
modified src/components/Canvas.tsx 10 7
modified src/components/CanvasContainer.tsx 65 20
modified src/components/CanvasToolbar.tsx 83 68
added src/components/ui/tooltip.tsx 61 0
modified src/store/index.ts 8 0",Unclear
E13_03,.cursor/rules/01-project-overview.mdc,modified,"-`marp` for slide generation.
+`marp` for slide generation and presentation creation","feat: Update Node.js version management
- Add fnm for Node.js version management via .node-version
- Update GitHub Actions to use .node-version file
- Update project overview with Node.js management details
- Add build outputs section to documentation","modified .cursor/rules/01-project-overview.mdc 37 23
modified .github/workflows/deploy.yml 2 2
added .node-version 1 0",Unclear
E50_08,.cursor/rules/angular-developer.mdc,deleted,**Lazy Loading:** Implement lazy loading for feature routes to improve initial load times of your application.,"Enhance Angular Developer Guidelines with Modern Best Practices
- Updated the Angular Developer rules to reflect current best practices, emphasizing maintainability, performance, and accessibility.
- Introduced critical sections on deprecated patterns to avoid, including old decorators and structural directives.
- Expanded guidelines on TypeScript best practices, Angular architecture, and state management with signals.
- Improved clarity and structure of task generation rules for creating actionable task lists from PRDs.
This update aims to ensure adherence to modern Angular standards and improve developer efficiency.","modified .cursor/rules/angular-developer.mdc 444 134
modified .cursor/rules/generate-task-list.mdc 130 37",Clear
E6_128,.cursor/rules/testing.mdc,deleted,* Each test should be self-contained and not rely on other tests,chore: cleanup duplicate testing rules in readme vs cursor ruels,"modified .cursor/rules/testing.mdc 64 5
modified tests/README.md 1 270",Clear
E41_51,.kiro/steering/tech.md,added,- Integration Tests: Test complete API workflows using SELF fetcher,"Configure Vitest for Cloudflare Workers testing
- Add vitest.config.ts with @cloudflare/vitest-pool-workers integration
- Configure Wrangler integration with wrangler.toml path
- Set up Miniflare with Node.js compatibility for testing environment
- Enable isolated KV/R2 storage for each test run","modified .kiro/steering/tech.md 9 5
added worker/TESTING.md 292 0
modified worker/package.json 6 2
added worker/src/integration.test.ts 317 0
modified worker/src/middleware/auth.test.ts 180 205
modified worker/src/services/auth.test.ts 68 180
added worker/vitest.config.ts 20 0",Clear
E2_106,.cursorrules,added,"Supporting colours: Green (#22b094), Blue (#00bcff)","fix: resolve critical linting issues
- Fixed unused variables in multiple files
- Removed unused imports in service files
- Fixed ESLint configuration for scripts directory
- Reduced linting errors from 76 to 46
- Improved code quality and TypeScript compliance","modified .cursorrules 133 99
added .husky/pre-commit 18 0
added CHANGELOG.md 250 0
modified README.md 537 114
added __tests__/runners/axe-test-runner.test.ts 562 0
added __tests__/services/brand-compliance-service.test.ts 372 0
added __tests__/services/configuration-service.test.ts 371 0
added __tests__/services/error-handler-service.test.ts 388 0
added __tests__/services/file-operations-service.test.ts 575 0
added __tests__/services/security-validation-service.test.ts 479 0
deleted cli.js 0 642
added cli.ts 88 0
deleted config.example.js 0 139
modified eslint.config.js 60 0
added jest.config.js 84 0
added jest.setup.ts 115 0
modified package-lock.json 8077 2477
modified package.json 42 18
modified playwright.config.ts 1 9
modified playwright/tests/axe-core-analysis.spec.ts 3 2
modified playwright/tests/comprehensive-reporting.spec.ts 51 10
modified playwright/tests/pa11y-analysis.spec.ts 2 1
modified playwright/tests/pre-crawl.spec.ts 21 48
modified playwright/tests/utils/accessibility-helpers.ts 76 21
modified playwright/tests/utils/accessibility-test-orchestrator.ts 484 436
modified playwright/tests/utils/analyzers/page-analyzer.ts 238 235
modified playwright/tests/utils/global-teardown.ts 64 61
modified playwright/tests/utils/page-list-cache.ts 96 4
modified playwright/tests/utils/pdf-generators/pdf-orchestrator.ts 335 258
modified playwright/tests/utils/pdf-generators/pdf-template-generator.ts 992 151
modified playwright/tests/utils/processors/violation-processor.ts 709 390
modified playwright/tests/utils/runners/axe-test-runner.ts 341 144
added playwright/tests/utils/runners/pa11y-reporters.ts 467 0
modified playwright/tests/utils/runners/pa11y-test-runner.ts 174 86
added playwright/tests/utils/runners/tenon-test-runner.ts 469 0
added playwright/tests/utils/runners/wave-test-runner.ts 367 0
added playwright/tests/utils/services/brand-compliance-service.ts 243 0
modified playwright/tests/utils/services/configuration-service.ts 312 110
modified playwright/tests/utils/services/error-handler-service.ts 228 164
modified playwright/tests/utils/services/file-operations-service.ts 539 214
added playwright/tests/utils/services/security-validation-service.ts 407 0
modified playwright/tests/utils/site-crawler.ts 61 77
modified playwright/tests/utils/site-wide-pdf-generator.ts 53 47
modified playwright/tests/utils/test-setup-util.ts 224 222
modified playwright/tests/visual-analysis.spec.ts 203 1
added scripts/README.md 262 0
added scripts/changelog-add.js 124 0
added scripts/pre-commit-hook.js 183 0
added scripts/prepare-release.js 209 0
added scripts/validate-versions.js 271 0
added scripts/version-bump.js 333 0
added src/cli/accessibility-test-cli.ts 425 0
added src/core/types/common.ts 317 0
added src/core/utils/browser-manager.ts 244 0
added src/core/utils/performance-monitor.ts 681 0
added src/services/analysis/accessibility-tool.ts 72 0
added src/services/analysis/tool-orchestrator.ts 255 0
added src/services/api/accessibility-testing-api.ts 486 0
added src/services/api/analysis-service.ts 449 0
added src/services/api/crawling-service.ts 422 0
added src/services/api/reporting-service.ts 399 0
added src/services/orchestration/analysis-cache.ts 343 0
added src/services/orchestration/analysis-worker.ts 303 0
added src/services/orchestration/parallel-analyzer.ts 272 0
added src/services/orchestration/smart-batcher.ts 444 0
added src/services/orchestration/task-queue.ts 312 0
added src/services/orchestration/workflow-orchestrator.ts 519 0
modified tsconfig.json 12 3",Unclear
E28_13,.kiro/steering/structure.md,added,"### Adding New Webview Entry Points
1. Add input entry in web/vite.config.ts under rollupOptions.input
2. Create web/src/main-<name>.tsx file rendering Preact component to #root
3. In webview provider, call getEntryUris(context, webview, '<name>') for asset URIs","Document: Updates architecture and dev patterns
Improves documentation on architecture patterns, development workflows, and troubleshooting for the Kiro extension.
This update includes details on:
- Message bus communication, including sticky events
- UI provider pattern
- MCP integration and runtime resolution
- Naming conventions
- Adding new webview entry points
- Message bus usage (extension and webview side)
- Provider lifecycle
- Build architecture
- Troubleshooting common issues like MCP errors and missing webview assets.","modified .kiro/steering/structure.md 35 8
modified .kiro/steering/tech.md 40 2",Clear
E28_82,.kiro/steering/tech.md,added,"# Technology Stack (Monorepo)

## Core
- VS Code API: ^1.100.3
- TypeScript: ^5.9.2
- Preact (webviews): ^10.27.1
- Vite (webviews): ^7.1.4 with @preact/preset-vite and manifest
- esbuild (MCP bundling): ^0.23.0
- Turborepo: ^2.5.6 (task orchestration)
- pnpm: workspace manager (pnpm-workspace.yaml)","refactor: update documentation for product overview, server extension, project structure, technology stack, and web UI engineering","modified .kiro/steering/product.md 23 23
modified .kiro/steering/server-extension-mcp.md 46 105
modified .kiro/steering/structure.md 85 102
modified .kiro/steering/tech.md 64 103
modified .kiro/steering/web-ui-preact.md 30 133",Clear
